slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label
ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,Papum Pare Slope Failure (ARN/Papumpare/83E12/2020/0 1),,27.08130556,93.61283333,Rock-cum-Debris,Flow,25 June 2020,2020-06-25,1,1
ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,2016-07-16,1,1
ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995,93.806589,Debris,Slide,17 July 2016,2016-07-17,1,1
ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,2016-07-17,1,1
ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,2016-07-17,1,1
ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294886,93.803328,Debris,Slide,17 July 2016,2016-07-17,1,1
ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307072,93.806008,Debris,Slide,17 July 2016,2016-07-17,1,1
ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,2016-07-16,1,1
ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,2016-04-22,1,1
ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth/Soil,Slide,22 April 2016,2016-04-22,1,1
ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth/Soil,Flow,23 April 2016,2016-04-23,1,1
ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2016-04-22,1,1
ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2016-04-22,1,1
ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,Debris,Slide,23 April 2016,2016-04-23,1,1
ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock-cum-Debris,Slide,23 April 2016,2016-04-23,1,1
ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,Debris,Fall,22 April 2016,2016-04-22,1,1
ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,Debris,Slide,22 April 2016,2016-04-22,1,1
ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,Debris,Subsidence,23 April 2016,2016-04-23,1,1
ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016,2016-04-22,1,1
ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,1,1
ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,1,1
ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley Slope Failure (ARA/DIB/82P15/2024/01),,28.38919722,95.92776111,Rock,Flow,24 April 2024,2024-04-24,1,1
7386,Arunachal Pradesh,Papum Pare,Niti Vihar,,27.099285,93.614766,Earth/Soil,Subsidence,16 March 2026,2026-03-16,1,1
7583,Arunachal Pradesh,Lower Siang,Magi basti,Roadside landslide near Magi basti,27.715081,94.692035,Debris,Slide,28 June 2026,2026-06-28,1,1
MN/UKH/83L05/2018/001,Manipur,Ukhrul,Landslide at 1.5 km South of Leiting Village,NH102A.(Near Leiting Village),22.873558,92.755953,Debris,Slide,14 June 2018,2018-06-14,1,1
MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,,24.40639,94.06583,Debris,Slide,7 September 2007,2007-09-07,1,1
MAN/TAM/83H09/2009-10/MN- 1,Manipur,Tamenglong,Tupul Slide,"Tupul (Along NH-53, Juncture of Tupul & Ijai Rivers)",24.792333,93.658222,Debris,Slide,10 June 2010,2010-06-10,1,1
MN/TGPL/83L03/2018/009,Manipur,Tengnoupal,Lokchao Landslide,Lokchao village,24.813306,93.243417,Rock,Slide,2 August 2018,2018-08-02,1,1
MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,,24.81722,93.51722,Debris,Slide,16 June 2007,2007-06-16,1,1
MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,,24.81778,93.51583,Debris,Slide,10 September 2007,2007-09-10,1,1
MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,,24.83278,93.46333,Debris,Slide,1 July 2008,2008-07-01,1,1
MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,Rock,Fall,12 September 2007,2007-09-12,1,1
MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,Debris,Slide,19 June 2008,2008-06-19,1,1
MAN/TAM/83H09/2009-10/MN- 2,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km from None towards Nungba)",24.862444,93.610639,Debris,Slide,05 June 2010,2010-06-05,1,1
MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near Tabanglong) slide,,24.90139,93.45389,Debris,Slide,19 June 2008,2008-06-19,1,1
MN/NON/83H13/2018/001,Manipur,Noney,Kotlen landslide,NH37/Kotlen,24.9252,94.3371,Rock,Slide,06 June 2018,2018-06-06,1,1
MN/UKH/83L01/2018/48,Manipur,Ukhrul,Ukhrul Slope Failure (MN/UKH/83L01/2018/48),Mayophung,24.983528,94.158333,Earth/Soil,Slide,12 June 2018,2018-06-12,1,1
MN/TAM/83H05/2018/1,Manipur,Tamenglong,Tamenglong Slope Failure (MN/TAM/83H05/2018/1),New Kanan Tamenglong,24.983806,93.497528,Debris,Slide,22 June 2018,2018-06-22,1,1
MN/TMG/83H01/2018/001,Manipur,Tamenglong,Makru Bridge Landslide,NH37/ ImphalJiribam Highway/ Makru Bridge,24.985167,93.508306,Debris,Slide,3 May 2018,2018-05-03,1,1
MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,Debris,Slide,24 August 2007,2007-08-24,1,1
MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,Debris,Slide,28 August 2007,2007-08-28,1,1
MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,Debris,Slide,28 August 2007,2007-08-28,1,1
MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,Debris,Slide,28 August 2007,2007-08-28,1,1
MN/UKH/83L01/2018/14,Manipur,Ukhrul,Ukhrul Slope Failure (MN/UKH/83L01/2018/14),Lamlai Chingphei,24.994278,94.205917,Rock-cum-Debris,Slide,28 August 2007,2007-08-28,1,1
MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,Debris,Slide,28 August 2007,2007-08-28,1,1
MN/KAN/83L01/2018/47,Manipur,Kangpokpi,Kangpokpi Slope Failure (MN/KAN/83L01/2018/47),Khonkon village,24.997972,94.020444,Rock-cum-Debris,Slide,28 August 2007,2007-08-28,1,1
MN/TMG/83H09/2018/001,Manipur,Tamenglong,New Salem Slide,New Salem (Along TamenglongTamei State Highway),25.047833,92.789306,Earth/Soil,Slide,11 July 2018,2018-07-11,1,1
MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,,25.47217,94.15433,Debris,Slide,09 September 2007,2007-09-09,1,1
MA/TAM/83H05/2024/01,Manipur,Tamenglong,Dimthanlong landslide,Dimthanlong,24.979,93.496,Earth/Soil,Slide,29 July 2024,2024-07-29,1,1
MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,,24.985,93.52113889,Earth/Soil,Slide,31 May 2011,2011-05-31,1,1
MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,,24.79083333,93.72333333,Rock,Slide,6 July 2011,2011-07-06,1,1
ML-94/2011,Manipur,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,Debris,Slide,26 June 2011,2011-06-26,1,1
MN-10/2010,Manipur,Tamenglong,None slide,,24.86469444,93.62116667,Debris,Slide,08 June 2010,2010-06-08,1,1
MN-11/2010,Manipur,Tamenglong,Khumji slide,,24.86297222,93.62397222,Debris,Slide,08 June 2010,2010-06-08,1,1
MN-12/2010,Manipur,Tamenglong,Khoupum slide,,24.73133333,93.92738889,Debris,Slide,28 March 2010,2010-03-28,1,1
Manipur/ Ukhrul/ 83 L5/ 2015/01,Manipur,Ukhrul,Phungyar Landslide,Phungyar village,24.82022222,94.35255556,Debris,Slide,30 July 2015,2015-07-30,1,1
6822,Manipur,Noney,Noney Slope Failure (6822),NH-37,24.846509,93.573533,Debris,Slide,31 May 2025,2025-05-31,1,1
6831,Manipur,Noney,Noney Slope Failure (6831),NH-37,24.863924,93.617853,Debris,Slide,05 June 2025,2025-06-05,1,1
MEG/EJH/83CO8/2018/01,Meghalaya,East Jaintia Hills,Sonapur 4km mile stone,NH-6,25.09178,92.35469,Rock,Slide,07 May 2018,2018-05-07,1,1
MEGH/JH/83C08/2007/D-23,Meghalaya,Jaintia Hills,Sonapur slide,NH-44,25.12186,92.388583,Debris,Flow,31 July 2007,2007-07-31,1,1
MEGH/JH/83C08/2007/D-22,Meghalaya,Jaintia Hills,Tongseng slide,NH - 44,25.134194,92.383528,Rock-cum-Debris,Slide,31 July 2007,2007-07-31,1,1
MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,,25.201,91.234,Debris,Fall,12 August 2008,2008-08-12,1,1
MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,,25.20283,91.20908,Debris,Fall,10 August 2008,2008-08-10,1,1
MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (MEG/EKH/78O15/2022/01),,25.296,91.932,Rock,Slide,04 April 2022,2022-04-04,1,1
MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009,2009-06-29,1,1
ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013,2013-08-06,1,1
MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,,25.31488,91.44913,Rock-cum-Debris,Slide,19 July 2007,2007-07-19,1,1
MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,,25.31488,91.33367,Debris,Slide,19 July 2007,2007-07-19,1,1
ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (ME/EKJ/78O15/2015/140),1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007,2007-07-19,1,1
MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,,25.31848,91.45262,Debris,Fall,19 July 2007,2007-07-19,1,1
ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (ME/EKJ/78O15/2015/134),Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007,2007-07-19,1,1
MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,,25.38803,91.46977,Debris,Slide,16 June 2007,2007-06-16,1,1
MEGH/WKH/78O11/2007/D-14,Meghalaya,West Khasi Hills,Jakrem East slide,,25.40023,91.5159,Debris,Slide,16 June 2007,2007-06-16,1,1
MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,,25.4013,91.45855,Debris,Slide,18 August 2007,2007-08-18,1,1
MG/SGH/78K11/2018/7,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,NH-62,25.403061,90.724166,Debris,Slide,18 August 2007,2007-08-18,1,1
MEGH/WKH/78O07/2007/D-5,Meghalaya,West Khasi Hills,Umjarain East slide,,25.40547,91.53712,Rock-cum-Debris,Slide,18 August 2007,2007-08-18,1,1
ME/EKJ/78O15/2015/87,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (ME/EKJ/78O15/2015/87),lyngshing approach road,25.407917,91.998889,Rock,Fall,18 August 2007,2007-08-18,1,1
MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,,25.425,91.405,Debris,Slide,18 August 2007,2007-08-18,1,1
MEGH/JH/78O15/2009/D-36,Meghalaya,Jaintia Hills,Laitlongkot slide,NH-40 (Shillong-Pynursla),25.43561,91.862056,Debris,Slide,17 July 2009,2009-07-17,1,1
MEGH/WKH/78O07/2007/D-13,Meghalaya,West Khasi Hills,Mawpon slide,,25.44465,91.34622,Debris,Slide,17 July 2007,2007-07-17,1,1
MEGH/WKH/78O06/2007/D-8,Meghalaya,West Khasi Hills,Nongjyllieh slide,,25.50335,91.28335,Rock,Slide,25 July 2007,2007-07-25,1,1
MEG/EKH/78O10/2021/04,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (MEG/EKH/78O10/2021/04),,25.50368056,91.72342222,Rock,Slide,19 July 2007,2007-07-19,1,1
MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,,25.50667,91.28318,Debris,Slide,19 July 2007,2007-07-19,1,1
MEGH/WGH/78K02/2007/D-19,Meghalaya,West Garo Hills,Tura town (Rishipara) slide,,25.51028,90.21678,Debris,Slide,27 July 2007,2007-07-27,1,1
MEGH/WKH/78O06/2007/D-7,Meghalaya,West Khasi Hills,Mawkawah slide,PWD road (SH),25.51973,91.28443,Debris,Fall,25 July 2007,2007-07-25,1,1
MEGH/WKH/78O06/2007/D-6,Meghalaya,West Khasi Hills,Lawab slide,Road (Nongstoin by pass),25.5208,91.25985,Rock-cum-Debris,Slide,25 July 2007,2007-07-25,1,1
MEGH/EKH/83C02/2009/D-34,Meghalaya,East Khasi Hills,Puriang-4 slide,NH-44 (Shillong - Silchar),25.54231,92.1,Rock-cum-Debris,Slide,1 July 2009,2009-07-01,1,1
MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,NH-44 (Shillong - Silchar),25.54261,92.10867,Debris,Slide,1 July 2009,2009-07-01,1,1
MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,NH-44 (Shillong-Silchar road),25.54261,92.09842,Debris,Slide,1 July 2009,2009-07-01,1,1
MEGH/EKH/83C02/2009/D-33,Meghalaya,East Khasi Hills,Puriang-3 slide,NH-44 (Shillong - Silchar),25.54264,92.10214,Rock,Slide,1 July 2009,2009-07-01,1,1
MEGH/EKH/83C02/2009/D-32,Meghalaya,East Khasi Hills,Puriang-2 slide,NH-44 (Shillong - Silchar),25.54328,92.10478,Rock,Fall,1 July 2009,2009-07-01,1,1
MEGH/EKH/78O14/2007/D-17,Meghalaya,East Khasi Hills,Nongrimbah slide,,25.56667,91.90194,Debris,Slide,08 September 2007,2007-09-08,1,1
ML/EKH/78O14/2014/03,Meghalaya,East Khasi Hills,Barapathar,Barapathar,25.57822,91.86545,Debris,Slide,23 September 2014,2014-09-23,1,1
MEG/EKH/78O14/2024/01,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (MEG/EKH/78O14/2024/01),,25.6251,91.9118,Rock,Slide,27 May 2024,2024-05-27,1,1
MEG/RB/78O14/2017/01,Meghalaya,Ri-Bhoi,Tharia slide,Tharia village,25.663444,91.915944,Debris,Slide,17 June 2017,2017-06-17,1,1
MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,,25.68625,91.118358,Debris,Fall,15 September 2007,2007-09-15,1,1
MEG/WKH/78O10/2016/51,Meghalaya,West Khasi Hills,West Khasi Hills Slope Failure (MEG/WKH/78O10/2016/51),NongkhlawPatharkhammah road,25.687056,91.6485,Debris,Slide,15 September 2007,2007-09-15,1,1
MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,,25.69483,91.11836,Debris,Slide,15 September 2007,2007-09-15,1,1
ME/EKJ/78O14/2015/23,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (ME/EKJ/78O14/2015/23),NH-40,25.695552,91.903777,Debris,Slide,15 September 2007,2007-09-15,1,1
ML/RIB/78N16/2014/06,Meghalaya,Ri-Bhoi,19 Mile,GS Road,26.00294,91.86692,Debris,Slide,23 September 2014,2014-09-23,1,1
ML/RIB/78N16/2014/02,Meghalaya,Ri-Bhoi,17 Mile B,GS road,26.02547,91.87158,Earth/Soil,Slide,20 September 2014,2014-09-20,1,1
3344,Meghalaya,West Jaintia Hills,West Jaintia Hills Slope Failure (3344),,25.47704743,92.16831285,Debris,Slide,25 May 2020,2020-05-25,1,1
3348,Meghalaya,West Jaintia Hills,West Jaintia Hills Slope Failure (3348),,25.46307925,92.25426106,Earth/Soil,Slide,26 May 2020,2020-05-26,1,1
3215,Meghalaya,East Khasi Hills,East Khasi Hills Slope Failure (3215),,25.5667327,91.9146185,Debris,Slide,04 October 2024,2024-10-04,1,1
3351,Meghalaya,West Jaintia Hills,West Jaintia Hills Slope Failure (3351),,25.28422636,92.11294194,Debris,Slide,26 June 2020,2020-06-26,1,1
3345,Meghalaya,West Jaintia Hills,West Jaintia Hills Slope Failure (3345),,25.2842285,92.11314877,Rock,Slide,26 May 2020,2020-05-26,1,1
ME/SWKH/78O07/2024/4,Meghalaya,South West Khasi Hills,Manad slide-1,Manad village,25.29967,91.46108,Debris,Slide,15 June 2024,2024-06-15,1,1
ME/SWKH/78O072024/7,Meghalaya,South West Khasi Hills,Manad slide-4,Manad village,25.29739,91.46201,Debris,Slide,17 June 2024,2024-06-17,1,1
ME/RIB/78O13/2024/10,Meghalaya,Ri-Bhoi,Umran Dairy slide,Umran Dairy village,25.781246,91.874475,Earth/Soil,Slide,6 July 2024,2024-07-06,1,1
ME/EKH/78O15/2025/02,Meghalaya,East Khasi Hills,Laitlyngkot- Pomlum slide 1,NH-206,25.422278,91.867694,Rock,Slide,30 May 2025,2025-05-30,1,1
ME/EKH/78O15/2025/03,Meghalaya,East Khasi Hills,Laitlyngkot-Pomlum slide 2,NH-206,25.43480556,91.85952778,Debris,Slide,30 May 2025,2025-05-30,1,1
ME/EKH/78O15/2025/04,Meghalaya,East Khasi Hills,11th Mile slide2,NH-206,25.48716667,91.81936111,Debris,Slide,30 May 2025,2025-05-30,1,1
ME/EKH/78O15/2025/08,Meghalaya,East Khasi Hills,Mawrah Rock slide,Laitkroh –Khadarshnog road sector,25.366201,91.767213,Rock,Slide,31 May 2025,2025-05-31,1,1
ME/EKH/78O15/2025/09,Meghalaya,East Khasi Hills,Mawkhnai landslide,Laitkroh –Khadarshnog road sector,25.355042,91.767525,Debris,Slide,31 May 2025,2025-05-31,1,1
ME/EKH/78O15/2025/10,Meghalaya,East Khasi Hills,War-War landslide,Laitkroh –Khadarshnog road sector,25.340415,91.774142,Debris,Slide,31 May 2025,2025-05-31,1,1
ML-1/2010,Meghalaya,East Khasi Hills,Wall collase of mosque,,25.57711111,91.88141667,Debris,Slide,27 August 2010,2010-08-27,1,1
ML-2/2010,Meghalaya,East Khasi Hills,Meghalaya Police's C.I.D Quarters,,25.56183333,91.86855556,Debris,Slide,28 June 2010,2010-06-28,1,1
ML-3/2010,Meghalaya,East Khasi Hills,Lumsohra,,25.57188889,91.90127778,Debris,Slide,28 June 2010,2010-06-28,1,1
ML-4/2010,Meghalaya,East Khasi Hills,CathedralChurch,,25.56852778,91.89219444,Debris,Slide,28 June 2010,2010-06-28,1,1
ML-6/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13561111,92.3805,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-7/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13486111,92.382,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-8/2010,Meghalaya,Jaintia Hills,Sonapur,,25.12383333,92.38519444,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-9/2010,Meghalaya,Jaintia Hills,Kulyng Slide,,25.07533333,92.36341667,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-10/2010,Meghalaya,Jaintia Hills,Umkiang Slide,,25.05108333,92.40219444,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-11/2010,Meghalaya,Jaintia Hills,Dona Slide,,25.04305556,92.42041667,Debris,Slide,22 April 2010,2010-04-22,1,1
ML-12/2010,Meghalaya,Jaintia Hills,Ratachera Slide,,25.04222222,92.44127778,Debris,Slide,22 April 2010,2010-04-22,1,1
ML- 94/2011,Meghalaya,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,Earth/Soil,Slide,26 June 2011,2011-06-26,1,1
MEG/EKH/SHILLONG/02,Meghalaya,East Khasi Hills,Rynjah,Rynjah GSI Office slide,25.56663056,91.91370556,Rock-cum-Debris,Slide,10 July 2019,2019-07-10,1,1
ML/EKH/78O11/2019-20/03,Meghalaya,East Khasi Hills,"Mawsynram, East Khasi Hills District, Meghalaya",Mawsynram - Lawbah,25.281,91.57330556,Debris,Slide,7 July 2019,2019-07-07,1,1
MEG/EKH/78O8/2019/07,Meghalaya,East Khasi Hills,Balat road slide - I,Pomblang Landslide,25.23211111,91.37252778,Debris,Slide,27 June 2019,2019-06-27,1,1
MEG/EKH/78O8/2019/08,Meghalaya,East Khasi Hills,Balat road,Balat road slide - II,25.22194444,91.38422222,Debris,Slide,27 June 2019,2019-06-27,1,1
MEG/EKH/78O8/2019/11,Meghalaya,East Khasi Hills,Balat-Shella road,Balat 4 km Slide,25.18688889,91.39855556,Debris,Slide,27 June 2019,2019-06-27,1,1
MEG/WJH/83C3/2020/2,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - I,25.44233333,92.19447222,Debris,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/3,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - II,25.44177778,92.19558333,Debris,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/5,Meghalaya,West Jaintia Hills,Chutwakhu Rd near Govt. Boy’s Higher secondary school,Chutwakhu road landslide,25.43630556,92.19525,Earth/Soil,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/6,Meghalaya,West Jaintia Hills,Chilliangraij,Chilliangraij Landslide,25.43505556,92.19836111,Debris,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/7,Meghalaya,West Jaintia Hills,Salaroh,Salaroh Landslide,25.44741667,92.20138889,Earth/Soil,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/8,Meghalaya,West Jaintia Hills,Caroline colony,Caroline-Jowai,25.45075,92.19452778,Debris,Slide,26 May 2020,2020-05-26,1,1
MEG/WJH/83C3/2020/9,Meghalaya,West Jaintia Hills,Shillong-Agartala-Sabrum Rd,Shillong-Agartala-Sabrum Rd,25.45351667,92.18784722,Earth/Soil,Slide,26 May 2020,2020-05-26,1,1
MEG/SG/78K12/2022/03,Meghalaya,South Garo Hills,Baghmara along the road.,Bhagmara slide,25.21022222,90.63220278,Debris,Slide,17 June 2022,2022-06-17,1,1
MEG/EKH/78O15/2023/01,Meghalaya,East Khasi Hills,NH-40,"Ryngngain slide, before Lyngkyrdem village",25.365263,91.878497,Rock,Slide,13 April 2023,2023-04-13,1,1
MEG/WJH/83C03/2023-24/2,Meghalaya,West Jaintia Hills,Pynthor Langtein village,Pynthor Langtein slide,25.41955556,92.16194444,Earth/Soil,Slide,10 August 2023,2023-08-10,1,1
ME/EWK/2025/1,Meghalaya,Eastern-West Khasi Hill,Kynshi,,25.55256111,91.61870278,Debris,Fall,28 June 2024,2024-06-28,1,1
6892,Meghalaya,South West Khasi Hills,Wamney,Village Road,25.39295833,91.55163333,Debris,Slide,28 May 2024,2024-05-28,1,1
6874,Meghalaya,South West Khasi Hills,Jakarm,Mawkyrwat-Shillong Road,25.37129167,91.48003056,Debris,Fall,15 June 2024,2024-06-15,1,1
ME/SWK/2025/4,Meghalaya,South West Khasi Hills,Mawkyllung,Mawkyllung-Nongstoin Road,25.40288611,91.43424167,Debris,Fall,28 May 2024,2024-05-28,1,1
6891,Meghalaya,West Khasi Hills,Mawrok Sohsat,Mairang-Nongstoin Road,25.531739,91.296177,Debris,Slide,02 July 2024,2024-07-02,1,1
ME/WKH/2025/6,Meghalaya,West Khasi Hills,Sohpian,Mairang-Nongstoin Road,25.540056,91.314142,Debris,Fall,02 July 2024,2024-07-02,1,1
6890,Meghalaya,East Khasi Hills,Rymbai Petrol Pump(BPCL),Shillong-Umiam Road,25.641242,91.894137,Debris,Fall,02 July 2024,2024-07-02,1,1
4694,Meghalaya,East Khasi Hills,Mowing Rim,Umiam Road,25.65057222,91.89351389,Debris,Fall,02 July 2024,2024-07-02,1,1
6889,Meghalaya,East Khasi Hills,Umiam Lake,Umiam Road,25.64887222,91.89692778,Debris,Slide,02 July 2024,2024-07-02,1,1
ME/SWK/2025/16,Meghalaya,South West Khasi Hills,Mawiang,SH-3,25.619397,91.61704,Debris,Slide,30 May 2025,2025-05-30,1,1
4695,Meghalaya,Eastern-West Khasi Hill,Mawblei,SH-3,25.65443889,91.62390833,Debris,Fall,30 May 2025,2025-05-30,1,1
4696,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65443889,91.63345833,Debris,Slide,30 May 2025,2025-05-30,1,1
4697,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65977222,91.63440556,Debris,Fall,30 May 2025,2025-05-30,1,1
ME/EKH/2025/20,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65308889,91.89803889,Debris,Slide,01 July 2024,2024-07-01,1,1
4699,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65341111,91.89819444,Debris,Slide,01 July 2024,2024-07-01,1,1
ME/RIB/2025/22,Meghalaya,Ri-Bhoi,Umiam Hydal Project,GS Road,25.66315,91.90180278,Debris,Fall,30 May 2025,2025-05-30,1,1
4701,Meghalaya,Ri-Bhoi,Umsawlum A,GS Road,25.67032222,91.90487222,Debris,Slide,30 May 2025,2025-05-30,1,1
ME/RIB/2025/24,Meghalaya,Ri-Bhoi,Umiam Flyover,Guwahati-Shillong Road,25.67517222,91.8983,Debris,Fall,30 June 2024,2024-06-30,1,1
ME/EKH/2025/25,Meghalaya,East Khasi Hills,Lewmawiong,NH-206,25.42315556,91.86329167,Debris,Slide,31 May 2025,2025-05-31,1,1
