slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label,lat_grid,lon_grid,historical_landslide_density,elevation_m,slope_deg,aspect_deg,rain_30min,rain_3h,rain_24h,rain_24h_mm,rain_72h_mm,rain_7d,rain_7d_mm,satellite_change_proxy,rainfall_1d,rainfall_available,year,month,day_of_year,monsoon_season
CTRL/NER/2023/0715,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-08,0,0,,,0.1,33.0,2.04,194.6,0.0,0.3,33.5,33.5,106.4,153.7,153.7,0.05,33.5,1,2023,8,220,1
CTRL/NER/2023/0716,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-07-25,0,0,,,0.1,147.0,3.16,355.3,1.0,2.0,16.7,16.7,52.5,101.1,101.1,0.05,16.7,1,2023,7,206,1
CTRL/NER/2023/0717,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.92,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-07-06,0,0,,,0.1,145.0,1.55,236.3,0.05,0.1,11.6,11.6,68.5,82.1,82.1,0.05,11.6,1,2023,7,187,1
CTRL/NER/2023/0718,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.88,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-06,0,0,,,0.1,150.0,1.32,102.5,0.5,4.9,39.4,39.4,61.4,76.5,76.5,0.05,39.4,1,2023,8,218,1
CTRL/NER/2023/0719,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.75,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-07-28,0,0,,,0.1,141.0,2.91,190.2,0.0,0.0,7.3,7.3,35.3,116.9,116.9,0.05,7.3,1,2023,7,209,1
CTRL/NER/2023/0720,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.71,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-02,0,0,,,0.1,156.0,1.38,326.0,0.05,0.3,8.8,8.8,10.9,53.5,53.5,0.05,8.8,1,2023,8,214,1
CTRL/NER/2023/0721,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-03,0,0,,,0.1,42.0,0.86,0.0,0.55,9.7,33.0,33.0,71.5,127.4,127.4,0.05,33.0,1,2023,8,215,1
CTRL/NER/2023/0722,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.22,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-06-02,0,0,,,0.1,47.0,1.55,138.1,0.0,0.0,0.0,0.0,0.3,27.0,27.0,0.05,0.0,1,2023,6,153,1
CTRL/NER/2023/0723,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.18,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-09,0,0,,,0.1,42.0,0.0,180.0,0.0,0.0,5.1,5.1,131.4,260.8,260.8,0.05,5.1,1,2023,8,221,1
CTRL/NER/2023/0724,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.62,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-10-25,0,0,,,0.1,42.0,0.0,180.0,0.05,2.4,4.9,4.9,4.9,7.4,7.4,0.05,4.9,1,2023,10,298,0
CTRL/NER/2023/0725,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-09-17,0,0,,,0.1,48.0,0.29,0.0,0.0,0.0,8.0,8.0,10.9,37.5,37.5,0.05,8.0,1,2023,9,260,1
CTRL/NER/2023/0726,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-12,0,0,,,0.1,65.0,3.06,19.7,2.15,9.0,24.5,24.5,46.6,181.8,181.8,0.05,24.5,1,2023,8,224,1
CTRL/NER/2023/0727,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.37,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-09-12,0,0,,,0.1,60.0,0.39,138.1,3.85,15.4,21.9,21.9,33.5,86.7,86.7,0.05,21.9,1,2023,9,255,1
CTRL/NER/2023/0728,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.33,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-07-23,0,0,,,0.1,64.0,0.0,180.0,0.0,0.0,2.7,2.7,23.8,89.1,89.1,0.05,2.7,1,2023,7,204,1
CTRL/NER/2023/0729,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.7,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-09-27,0,0,,,0.1,64.0,0.83,110.4,0.0,0.0,5.7,5.7,18.6,141.5,141.5,0.05,5.7,1,2023,9,270,1
CTRL/NER/2024/0730,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.66,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-22,0,0,,,0.1,61.0,0.77,90.0,0.0,0.0,18.5,18.5,57.0,99.2,99.2,0.05,18.5,1,2024,7,204,1
CTRL/NER/2024/0731,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-26,0,0,,,0.1,41.0,1.41,246.0,0.2,1.4,34.3,34.3,108.8,108.8,108.8,0.05,34.3,1,2024,9,270,1
CTRL/NER/2024/0732,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.34,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-21,0,0,,,0.1,42.0,1.26,204.1,0.0,0.0,43.1,43.1,91.0,142.4,142.4,0.05,43.1,1,2024,8,234,1
CTRL/NER/2024/0733,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.3,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-20,0,0,,,0.1,42.0,0.39,41.9,2.1,17.1,35.3,35.3,57.2,130.8,130.8,0.05,35.3,1,2024,7,202,1
CTRL/NER/2024/0734,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.02,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-20,0,0,,,0.1,40.0,0.59,240.8,0.0,0.0,0.0,0.0,0.5,14.3,14.3,0.05,0.0,1,2024,9,264,1
CTRL/NER/2024/0735,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,90.98,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-20,0,0,,,0.1,41.0,1.55,56.2,0.1,1.3,67.7,67.7,328.7,749.5,749.5,0.05,67.7,1,2024,6,172,1
CTRL/NER/2024/0736,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-25,0,0,,,0.1,105.0,0.83,249.4,0.35,0.7,1.9,1.9,13.7,48.4,48.4,0.05,1.9,1,2024,8,238,1
CTRL/NER/2023/0737,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.5,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-09-23,0,0,,,0.1,102.0,0.0,180.0,0.0,0.0,45.3,45.3,106.8,157.4,157.4,0.05,45.3,1,2023,9,266,1
CTRL/NER/2024/0738,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.46,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-05-26,0,0,,,0.1,107.0,1.27,336.1,0.0,0.0,9.9,9.9,15.1,32.7,32.7,0.05,9.9,1,2024,5,147,0
CTRL/NER/2024/0739,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-19,0,0,,,0.1,107.0,0.52,270.0,0.0,0.0,11.3,11.3,26.8,105.2,105.2,0.05,11.3,1,2024,7,201,1
CTRL/NER/2024/0740,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.9,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-25,0,0,,,0.1,105.0,0.39,41.6,0.8,7.3,20.4,20.4,54.7,54.7,54.7,0.05,20.4,1,2024,9,269,1
CTRL/NER/2024/0741,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-02,0,0,,,0.1,23.0,1.44,10.3,0.0,0.0,5.6,5.6,36.3,431.5,431.5,0.05,5.6,1,2024,6,154,1
CTRL/NER/2024/0742,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.84,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-11-12,0,0,,,0.1,13.0,4.6,222.2,0.0,0.0,0.0,0.0,0.0,13.8,13.8,0.05,0.0,1,2024,11,317,0
CTRL/NER/2024/0743,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.8,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-18,0,0,,,0.1,24.0,0.38,42.2,0.7,5.2,7.4,7.4,55.0,155.3,155.3,0.05,7.4,1,2024,7,200,1
CTRL/NER/2024/0744,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.82,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-07,0,0,,,0.1,20.0,0.28,0.0,0.15,1.1,18.1,18.1,19.6,106.8,106.8,0.05,18.1,1,2024,6,159,1
CTRL/NER/2024/0745,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.78,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-28,0,0,,,0.1,17.0,0.82,290.2,0.05,0.1,7.2,7.2,14.0,73.2,73.2,0.05,7.2,1,2024,9,272,1
CTRL/NER/2024/0746,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-17,0,0,,,0.1,779.0,1.14,0.0,0.15,1.1,13.6,13.6,26.3,44.9,44.9,0.05,13.6,1,2024,8,230,1
CTRL/NER/2024/0747,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.83,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-07,0,0,,,0.1,784.0,2.94,61.1,0.0,0.0,6.0,6.0,6.6,92.1,92.1,0.05,6.0,1,2024,10,281,0
CTRL/NER/2024/0748,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.79,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-13,0,0,,,0.1,779.0,0.38,222.2,0.0,0.0,6.7,6.7,14.2,65.9,65.9,0.05,6.7,1,2024,8,226,1
CTRL/NER/2024/0749,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.96,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-18,0,0,,,0.1,780.0,0.82,69.8,0.45,2.2,40.2,40.2,65.6,84.3,84.3,0.05,40.2,1,2024,8,231,1
CTRL/NER/2024/0750,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-21,0,0,,,0.1,778.0,0.77,222.2,0.0,0.0,2.3,2.3,6.2,7.9,7.9,0.05,2.3,1,2024,10,295,0
CTRL/NER/2024/0751,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-19,0,0,,,0.1,12.0,1.57,280.3,1.4,9.2,71.9,71.9,118.4,132.5,132.5,0.05,71.9,1,2024,8,232,1
CTRL/NER/2024/0752,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.85,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-28,0,0,,,0.1,18.0,2.97,31.4,0.0,0.0,0.0,0.0,0.2,24.0,24.0,0.05,0.0,1,2024,10,302,0
CTRL/NER/2024/0753,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.81,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-11-28,0,0,,,0.1,13.0,2.04,345.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1,2024,11,333,0
CTRL/NER/2024/0754,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.3,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-12,0,0,,,0.1,22.0,4.38,224.9,0.0,0.0,11.5,11.5,47.4,83.5,83.5,0.05,11.5,1,2024,9,256,1
CTRL/NER/2024/0755,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.26,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-22,0,0,,,0.1,11.0,0.62,204.6,0.0,0.0,0.0,0.0,0.0,8.1,8.1,0.05,0.0,1,2024,10,296,0
CTRL/NER/2024/0756,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-13,0,0,,,0.1,31.0,1.7,180.0,0.0,0.0,11.8,11.8,18.7,78.2,78.2,0.05,11.8,1,2024,9,257,1
CTRL/NER/2024/0757,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.08,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-09,0,0,,,0.1,28.0,0.38,317.6,0.0,0.0,8.1,8.1,21.7,59.4,59.4,0.05,8.1,1,2024,7,191,1
CTRL/NER/2024/0758,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.04,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-17,0,0,,,0.1,27.0,0.96,306.1,0.0,0.0,0.3,0.3,4.8,63.7,63.7,0.05,0.3,1,2024,9,261,1
CTRL/NER/2024/0759,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.62,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-09-24,0,0,,,0.1,33.0,0.62,204.5,1.35,5.9,17.9,17.9,30.8,38.9,38.9,0.05,17.9,1,2024,9,268,1
CTRL/NER/2024/0760,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-24,0,0,,,0.1,33.0,2.04,194.6,0.35,0.7,3.2,3.2,34.3,212.0,212.0,0.05,3.2,1,2024,8,237,1
CTRL/NER/2024/0761,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-15,0,0,,,0.1,147.0,3.16,355.3,0.0,0.0,11.2,11.2,19.1,52.4,52.4,0.05,11.2,1,2024,8,228,1
CTRL/NER/2024/0762,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.92,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-07,0,0,,,0.1,145.0,1.55,236.3,0.0,0.0,5.9,5.9,26.1,142.4,142.4,0.05,5.9,1,2024,7,189,1
CTRL/NER/2024/0763,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.88,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-17,0,0,,,0.1,150.0,1.32,102.5,0.0,0.0,1.2,1.2,21.6,50.0,50.0,0.05,1.2,1,2024,7,199,1
CTRL/NER/2024/0764,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.75,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-12,0,0,,,0.1,141.0,2.91,190.2,0.0,0.0,13.6,13.6,25.8,42.5,42.5,0.05,13.6,1,2024,6,164,1
CTRL/NER/2025/0765,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.71,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-05-13,0,0,,,0.1,156.0,1.38,326.0,0.0,0.0,2.0,2.0,11.1,37.0,37.0,0.05,2.0,1,2025,5,133,0
CTRL/NER/2025/0766,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-01,0,0,,,0.1,42.0,0.86,0.0,0.0,0.2,3.5,3.5,121.0,215.5,215.5,0.05,3.5,1,2025,6,152,1
CTRL/NER/2025/0767,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.22,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-05-24,0,0,,,0.1,47.0,1.55,138.1,0.0,0.0,3.2,3.2,10.2,177.6,177.6,0.05,3.2,1,2025,5,144,0
CTRL/NER/2025/0768,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.18,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-02,0,0,,,0.1,42.0,0.0,180.0,0.2,0.4,1.5,1.5,12.8,206.3,206.3,0.05,1.5,1,2025,6,153,1
CTRL/NER/2025/0769,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.62,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-08,0,0,,,0.1,42.0,0.0,180.0,0.0,0.0,0.6,0.6,12.8,40.9,40.9,0.05,0.6,1,2025,6,159,1
CTRL/NER/2025/0770,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-12,0,0,,,0.1,48.0,0.29,0.0,0.0,0.0,0.0,0.0,4.4,27.4,27.4,0.05,0.0,1,2025,6,163,1
CTRL/NER/2025/0771,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-14,0,0,,,0.1,65.0,3.06,19.7,0.0,0.0,8.0,8.0,8.0,15.4,15.4,0.05,8.0,1,2025,6,165,1
CTRL/NER/2025/0772,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.37,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-15,0,0,,,0.1,60.0,0.39,138.1,0.0,0.0,0.0,0.0,10.8,16.2,16.2,0.05,0.0,1,2025,6,166,1
CTRL/NER/2017/0773,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.33,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2017-06-12,0,0,,,0.1,64.0,0.0,180.0,0.5,1.8,21.2,21.2,52.7,59.7,59.7,0.05,21.2,1,2017,6,163,1
CTRL/NER/2018/0774,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.7,None (Stable Alluvium),None (Stable),Stable Topography Control,2018-04-28,0,0,,,0.1,64.0,0.83,110.4,0.0,0.0,1.5,1.5,4.4,15.5,15.5,0.05,1.5,1,2018,4,118,0
CTRL/NER/2020/0775,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.66,None (Stable Alluvium),None (Stable),Stable Topography Control,2020-02-02,0,0,,,0.1,61.0,0.77,90.0,0.0,0.1,3.1,3.1,4.8,5.9,5.9,0.05,3.1,1,2020,2,33,0
CTRL/NER/2023/0776,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-06-04,0,0,,,0.1,41.0,1.41,246.0,0.0,0.0,4.1,4.1,4.3,6.0,6.0,0.05,4.1,1,2023,6,155,1
CTRL/NER/2011/0777,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.34,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2011-05-22,0,0,,,0.1,42.0,1.26,204.1,0.35,2.3,43.2,43.2,87.3,128.3,128.3,0.05,43.2,1,2011,5,142,0
CTRL/NER/2016/0778,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.3,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2016-09-17,0,0,,,0.1,42.0,0.39,41.9,0.05,0.1,17.7,17.7,62.6,252.7,252.7,0.05,17.7,1,2016,9,261,1
CTRL/NER/2025/0779,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.02,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-01-02,0,0,,,0.1,40.0,0.59,240.8,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.05,0.0,1,2025,1,2,0
CTRL/NER/2025/0780,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,90.98,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-09-13,0,0,,,0.1,41.0,1.55,56.2,0.05,0.2,15.3,15.3,29.8,89.5,89.5,0.05,15.3,1,2025,9,256,1
CTRL/NER/2025/0781,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-03,0,0,,,0.1,105.0,0.83,249.4,0.0,0.0,23.0,23.0,93.8,253.7,253.7,0.05,23.0,1,2025,6,154,1
CTRL/NER/2008/0782,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.5,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2008-08-02,0,0,,,0.1,102.0,0.0,180.0,0.0,1.8,11.7,11.7,41.3,82.9,82.9,0.05,11.7,1,2008,8,215,1
CTRL/NER/2007/0783,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.46,94.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2007-08-12,0,0,,,0.1,107.0,1.27,336.1,0.25,0.5,23.0,23.0,63.3,86.4,86.4,0.05,23.0,1,2007,8,224,1
CTRL/NER/2008/0784,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2008-08-16,0,0,,,0.1,107.0,0.52,270.0,0.45,2.8,22.9,22.9,54.8,158.9,158.9,0.05,22.9,1,2008,8,229,1
CTRL/NER/2013/0785,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.9,None (Stable Alluvium),None (Stable),Stable Topography Control,2013-07-03,0,0,,,0.1,105.0,0.39,41.6,0.05,1.8,12.3,12.3,43.0,129.4,129.4,0.05,12.3,1,2013,7,184,1
CTRL/NER/2013/0786,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2013-09-08,0,0,,,0.1,23.0,1.44,10.3,1.55,3.4,7.4,7.4,14.1,65.9,65.9,0.05,7.4,1,2013,9,251,1
CTRL/NER/2013/0787,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.84,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2013-07-16,0,0,,,0.1,13.0,4.6,222.2,0.45,2.0,10.3,10.3,28.1,76.0,76.0,0.05,10.3,1,2013,7,197,1
CTRL/NER/2009/0788,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.8,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2009-06-21,0,0,,,0.1,24.0,0.38,42.2,0.0,0.6,1.3,1.3,40.8,101.0,101.0,0.05,1.3,1,2009,6,172,1
CTRL/NER/2021/0789,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.82,None (Stable Alluvium),None (Stable),Stable Topography Control,2021-09-18,0,0,,,0.1,20.0,0.28,0.0,0.05,0.4,15.4,15.4,53.9,62.7,62.7,0.05,15.4,1,2021,9,261,1
CTRL/NER/2009/0790,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.78,None (Stable Alluvium),None (Stable),Stable Topography Control,2009-06-20,0,0,,,0.1,17.0,0.82,290.2,0.0,0.2,23.6,23.6,49.3,109.6,109.6,0.05,23.6,1,2009,6,171,1
CTRL/NER/2009/0791,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2009-06-04,0,0,,,0.1,779.0,1.14,0.0,0.0,0.0,4.9,4.9,9.9,27.4,27.4,0.05,4.9,1,2009,6,155,1
CTRL/NER/2009/0792,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.83,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2009-07-27,0,0,,,0.1,784.0,2.94,61.1,0.2,2.9,41.3,41.3,50.9,60.7,60.7,0.05,41.3,1,2009,7,208,1
CTRL/NER/2013/0793,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.79,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2013-08-16,0,0,,,0.1,779.0,0.38,222.2,0.0,0.0,1.1,1.1,18.0,65.2,65.2,0.05,1.1,1,2013,8,228,1
CTRL/NER/2023/0794,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.96,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-17,0,0,,,0.1,780.0,0.82,69.8,0.0,0.0,3.4,3.4,11.7,21.4,21.4,0.05,3.4,1,2023,8,229,1
